distance,transport_type,electricity,flights,diet_type,carbon_footprint
30.778158018520113,3,678.9593965981179,3,0,934.8998428521035
83.73006336943328,0,512.4276014423649,14,1,889.525583764329
38.89156603589098,1,591.0551103843414,1,1,693.7391334646412
31.688778420301173,1,947.3183278988727,14,1,1296.8176591731092
56.5561279000336,1,447.49237402069684,7,0,646.9458460831762
18.387801372602453,2,965.0715074415228,7,0,1071.8489270741231
81.20871317163378,2,914.8155777604574,16,0,1299.5361324163027
12.082311149578228,3,276.2120213103668,11,1,738.202833622445
98.75425897704915,0,162.4251707876489,18,0,642.6052459882627
78.36325308318246,3,190.700201239684,9,1,1064.3646076731202
23.87798974574638,0,116.39964308639475,8,1,428.98609988800723
5.524601126742228,2,184.99866468033554,4,0,334.9407376763509
82.46883570320925,2,714.7060960747211,5,1,1004.2934537430549
72.15144766552362,2,164.06978361420607,19,0,771.1281168292613
74.2556809638938,3,387.0780672643852,1,0,834.145534542188
78.27068293516484,1,860.3877798725091,12,0,1089.2758882373178
12.034241914738583,1,120.94474216224327,5,0,301.81542164574705
39.0542442117059,2,833.0216343300422,4,0,957.7546947924795
16.00756065488732,1,353.66929729605994,0,1,524.8318687793245
86.99482545818138,1,206.34834485949062,5,1,506.78089178543723
64.21332204861801,3,727.0634488277356,5,1,1254.0441655828822
36.43531236100167,0,666.0485621018956,15,0,947.1820312768517
11.038043277172246,2,889.7248121743477,3,0,899.3435893664487
34.54332056298791,2,761.5639394234972,10,0,958.1016486160137
35.89241559254097,3,823.1328373463638,8,1,1280.0817724831181
74.31258694211608,3,353.8311153141758,2,0,848.6151729314992
65.56795977874525,1,259.69558940175057,18,1,846.9273214121333
89.28521054475102,2,775.5532764767725,7,1,1154.9712885423223
49.860417890385186,0,826.1512653405376,4,0,853.076165675384
16.36145336413866,3,991.454627800606,3,0,1080.231422383925
72.75825478618452,0,471.3559092202838,5,1,689.2328426658909
77.27457961860526,0,434.81627721350486,1,0,495.4191766556411
58.32133376910214,2,798.7716646677972,19,1,1363.8016457858753
78.2418820956833,2,406.72318622771604,10,0,764.3691090259867
51.91058165461712,3,937.6815930432083,3,0,1252.2447304187547
54.65961879128943,2,872.5714766587106,14,1,1276.7526204349533
45.616396744062214,2,486.0946246375165,5,0,679.9231333233303
7.414817040689043,2,775.7839610123476,16,1,1183.8536485029715
15.249685564363922,0,779.0885866762142,5,0,824.7834179661351
7.9857726402397535,3,192.81148195233936,18,1,780.7393088554945
65.45898907005915,1,912.29761601161,1,1,980.8914248241498
34.86381820225104,0,554.7271352030714,14,0,834.3530058968239
53.31421566064677,2,843.8117194969675,10,1,1157.3004426598254
91.21881502297883,0,388.0446409275506,7,0,565.2799935589144
28.68276176914312,2,905.9709056465804,18,0,1245.3108051574036
43.98637768838483,2,450.2815108607468,12,0,775.7882419923355
76.77735816158962,0,109.75388633226852,11,1,540.6673389634726
26.735825721704135,3,914.8437787773373,4,1,1206.5625082863423
12.313091433735334,2,182.1580091075202,5,0,352.4305383282112
32.526388026807965,3,387.38227383137337,3,0,682.3496140607026
20.31602228913042,1,955.0557703457245,18,1,1366.896152335516
93.32127697254444,2,955.5464322438005,19,0,1453.3972474027355
81.77143605861961,3,616.0940993109575,0,0,1123.4886778041484
65.17335686849023,3,668.6534909528193,19,1,1504.4943626113898
87.78875606783318,1,503.6009697804878,16,0,889.8453087528553
81.34884730541587,3,363.8896945282581,11,1,1240.9532450448078
22.724155594173403,3,395.79809083292434,14,0,863.7532188892716
89.79310485654788,1,705.2666104693345,0,1,798.5483091679349
56.23751298198682,2,777.137076493912,13,0,1140.709883833664
81.70681474058594,3,812.4211393532637,5,0,1373.621074998399
90.12867349273186,3,810.6563285150985,4,1,1528.3744491466696
35.210330122327065,3,182.08549274382133,10,0,695.9349867066994
15.454932830129293,0,544.9782742323233,3,1,718.6648780749713
26.65384044148446,1,151.80288401497984,12,0,470.88049879525624
45.57523991949435,0,594.575994091362,10,1,895.4035509252001
82.71140276263685,1,497.3774512360393,2,1,669.8913484531389
86.76940540935263,2,898.9337644824698,0,1,1042.9894158766688
5.660452400463117,2,415.82351129687083,5,1,666.6382560299894
53.52099374486875,3,205.3603147848453,17,0,975.0351472986405
44.654045299134005,1,228.69251384755228,9,0,482.45800505370414
26.100241994719372,2,785.359568545725,4,1,1009.7516725174016
16.387209896699865,1,656.396256984635,9,1,899.5094379791759
37.07344128334466,2,191.01040851051124,11,1,662.4926345380469
94.57642187168932,0,175.69612550349768,1,0,298.3345609543096
35.704278541971746,2,730.872218313208,12,0,998.7910252101669
54.28510906561978,0,165.48670572777417,7,0,377.8113019272505
71.7868010950419,2,839.6740533613206,1,0,937.9015622490672
39.54481222603293,3,735.6180044408466,19,1,1446.4287925302156
97.31929785849127,0,173.2139025777098,0,1,302.0871732445319
96.43249301950057,2,176.35394267667272,4,1,555.7248427666682
28.919318103409594,3,987.9756206510579,8,0,1250.0515932600426
52.23860805977662,0,436.8437161805083,16,0,764.1512170076487
33.58343943259312,3,433.5779323602018,8,0,814.2177214689929
32.05984696585942,1,831.5196105317523,10,1,1072.9036595542493
8.504259998680617,1,952.5237196454729,14,1,1267.8839821644908
62.9086117280902,0,987.4009574405839,5,0,1007.1029972215221
52.75450720674184,2,778.0403667330474,2,1,965.8266217297526
9.890481368748988,0,438.6336269778242,16,0,791.1777209751591
31.471414102478086,3,175.15064502880188,4,0,525.8411412926345
91.2852591668321,2,799.4322243346932,11,1,1229.2998595208417
27.75837961336238,1,602.5638247622246,17,0,977.2233167409858
18.765012848666196,2,481.79980832227864,13,1,911.5323562498035
51.49801222636849,1,915.7189465852624,10,0,1090.0347499038533
98.63679314050707,2,200.07773407553623,8,1,740.7829468887014
27.99525079359254,2,543.3625938617732,1,1,715.3315892232227
68.85287700355846,2,110.21828029067716,11,1,674.6964020875369
77.35386345622817,3,521.7945777947136,2,0,1041.9057692405795
27.57556667927797,3,150.6729481136536,2,0,429.01486589941265
74.18055311812665,0,206.9361246412647,0,1,362.2243185615731
39.93939760832906,0,205.7736220993944,7,1,544.7622194238054
65.06905390639005,1,684.2892719044572,7,0,859.2813203246641
65.18532252228499,3,771.440391338881,10,0,1344.0220664842202
55.89859498710206,1,625.0318885874436,8,0,818.6333292945552
13.577528155168789,0,965.9552936270877,4,1,1049.8722647890836
84.35373708097761,1,437.38352157133363,13,0,723.8183456958759
35.474106172314904,0,357.14087765367464,2,0,459.4487240586289
22.719258487986153,3,881.7392153705142,4,1,1140.1388109070115
8.873638447702572,2,301.2362546675074,4,0,458.64356818019326
61.134829602882974,3,966.9002854965502,18,0,1620.3214527253476
69.36861437501683,1,110.9390272208347,13,0,515.7536893610184
6.575843748146335,1,972.8909440368751,3,1,1031.4349537969008
53.64884053843169,3,138.8439207555185,12,1,858.0333565204616
26.517098643804104,3,902.028802328264,9,1,1315.1524414462478
66.29141508889774,0,574.9309981776698,17,1,973.4132493126979
21.564810755474188,1,993.6683165073703,7,1,1174.6821734579178
70.63908511973426,1,166.41690826185896,7,1,501.34040373204647
41.73985789855105,3,598.4688559611886,6,1,1051.4645708954804
93.98934892998977,2,972.3722820571891,7,0,1180.1638310434055
18.06448969386936,1,570.7880597531339,13,0,827.3484193772676
37.40130334977456,2,666.4587743217363,18,1,1208.4432688894556
15.779984517855961,3,726.1738200861555,5,0,930.3990480116821
92.84589373646347,3,509.0869582909959,0,0,1060.8119164816305
88.3472385711932,0,664.8022720756571,14,1,1042.3150273180763
29.504454632939783,1,625.8828807307902,0,0,595.5737691704089
67.698484373247,2,911.0422094418901,16,0,1303.3967148156162
82.63610901911551,0,140.90174230731208,0,0,236.4796121848622
57.744077101948925,1,352.8668706330073,14,0,692.4354790621636
55.316804943820614,0,955.3703356689028,1,0,904.5747097502315
27.97596763554291,3,901.2374055018247,13,1,1375.8285026676335
13.844762941560425,1,510.0910775071416,7,1,735.8922890980521
90.23549700556605,0,658.1193380213831,7,1,916.41127346287
90.5397154305164,0,349.6430646830194,18,0,746.3682482624272
65.14463844096045,2,269.30904375138516,6,1,628.3473880924181
37.20783014962657,0,517.328564445984,18,0,896.2010257564701
38.17490958820279,1,418.01700522344754,5,0,578.3040555336001
73.96578949267274,1,625.2905006657849,5,0,727.2685497585713
90.22547469549482,2,169.96117326848633,2,0,377.3293363619988
89.27321030518614,1,976.9553268995498,6,1,1135.145369934596
79.08817685647426,3,987.5896700316426,18,1,1867.8353989463724
65.99300638465733,1,728.3455426177707,7,0,906.6695859514863
12.993296674529638,1,582.4867297097084,9,1,843.8387080368566
20.35472783898831,0,378.57485465769497,19,0,780.3346788030266
90.36264791007252,0,832.4155177362538,14,1,1143.9954811936186
62.61076066766104,1,716.2580552984914,14,1,1065.047000385741
5.873719903579817,2,246.35524541040218,0,0,334.93571029352813
14.63979657227305,0,919.8344660444582,19,1,1379.9913669970765
68.0326680652653,2,840.2835186308521,6,0,1019.6366052468047
5.480850465390775,1,954.8199219627317,3,1,1037.7423357062398
20.27676488466237,1,753.147557549524,5,0,863.6535690599275
57.129709989825685,3,652.0736763422109,0,0,980.9568353726971
70.73004378080586,0,476.418732661557,4,1,695.7854283030186
66.93631965274704,1,939.4556350186119,0,1,980.1055377766496
26.30558439875318,3,879.4575005503675,3,0,1042.373533928296
72.6570260280159,0,140.69680309557046,1,1,311.45787896276016
27.538663312196007,1,123.73027704752681,9,1,509.8054056105025
35.912971325130435,1,438.8170301902446,4,0,557.7559445023393
75.91668348621229,0,829.4979977036496,9,0,949.797093468717
66.7151254094854,0,988.54851638345,0,1,992.9876404438996
85.6762239969469,0,235.37520199317535,5,0,429.4935023678453
67.47322476853262,1,634.7176438169216,12,0,930.1438103696718
58.9893173168698,1,442.80177096791937,14,0,768.198207322075
13.899102943668785,3,972.9229580331429,3,1,1145.046514704433
39.93300129064618,2,857.9070308221378,12,1,1221.3855567030864
30.19422492976392,0,854.495834240024,19,0,1199.4805525733466
28.17901612101294,1,521.8238438154733,14,1,894.529969020886
97.43600270148232,1,473.33755210389864,7,0,671.7583404127826
42.34428384334224,0,346.0663647376356,4,1,525.3499717261823
89.74442274182576,2,150.7379469858344,14,0,635.2347334826371
64.95816946973997,0,878.2501386295479,3,0,892.7736566087256
80.5070738364566,2,831.6109082170698,11,1,1243.8481063178456
52.75052384499325,1,999.7459059575175,12,0,1169.4153383544726
59.80586903950412,2,996.9731533665148,1,1,1118.8913838493934
51.78918091279207,3,599.8885350423648,18,1,1365.7669540315223
23.54808384081423,1,792.0886736624594,18,0,1129.5202542927395
73.632950949843,3,950.2891568941852,3,0,1382.9989274195766
31.6733744318813,0,864.6826516096703,3,1,984.9091369105118
7.310016810988115,0,322.6132915688779,10,0,562.5382951620174
66.31986811118094,0,505.48972177908416,4,0,605.3028290304534
21.825514543669648,2,216.24347363634547,19,0,716.0315688203849
94.34356551352685,1,958.6459245328501,10,0,1126.6918486517657
95.6232148152458,0,645.557171005792,9,0,811.66476377576
91.91211707094261,0,305.77852495311646,7,1,600.1846330803977
40.16507652426722,1,704.5306159652711,5,1,908.9661001833405
6.468378570242406,0,656.3154164121063,5,0,759.12900547892
93.1902634458339,3,422.3464462295565,7,0,1187.6064536131112
45.67749409014486,1,202.2018329796661,14,0,551.3748932109112
96.83220780914861,1,704.4158760335197,13,1,1068.703866203656
96.54389782347901,1,568.276930813414,10,0,771.0142127420085
86.03589826939921,3,795.0865525620754,11,1,1615.973218670521
32.97264474661064,1,568.1471510007941,12,1,919.0823071174993
41.5842842171829,3,866.9633502866861,7,1,1310.3728055120998
85.8579837941014,1,596.716154897037,17,0,957.1445374315346
35.10759048984637,2,604.8441743818477,0,1,742.0995288283281
21.101810935178786,0,888.9882423925105,14,0,1145.1008275370584
57.89611993354327,2,463.1345795911573,7,1,826.3325367081169
93.93470354527419,0,220.61370560557665,10,0,487.0061307767273
71.12283068412243,3,125.90440868200508,11,1,974.5015442801733
59.15581115848967,2,779.6235301062571,11,0,1072.9896796922897
14.23176690822301,1,658.2785962181182,3,1,798.7294686375891
63.425686536421125,0,733.6717912893013,15,0,984.7292776445029
99.05511575990501,0,291.66774535801966,3,0,383.68431865353534
18.307981447469782,2,222.7343280280928,4,0,366.62688241992373
54.24131697455499,3,113.09019910109373,4,0,624.8038913634183
88.35044183315577,2,415.52880292593727,7,1,845.8549188112892
75.37301868664942,3,630.9259181691698,9,1,1388.824842621796
71.21649539455046,3,453.0196405897591,16,0,1191.717300004695
71.73598797877538,0,493.72742982135617,8,1,792.9511773276531
39.15165936587674,2,913.7428250443736,18,0,1327.2404317728951
32.89122520512687,2,413.4299203209703,13,0,781.4224600804322
81.8893097704588,3,562.5905402438298,7,1,1255.468842598613
81.96077249452217,2,805.2877114670288,8,0,1085.309714979349
87.37187026510985,1,456.88850408914317,10,0,710.0272485086025
91.75785249286477,1,659.8780302050861,0,1,763.9793583860206
53.57752789178909,2,876.1273378720707,13,0,1178.6459481577745
52.64404799528396,2,954.5685612918779,4,0,1024.0654871341897
80.83804200184363,3,232.36613283613414,13,0,1046.4574616884568
66.7465734238877,1,933.9288626453449,3,0,980.7542322984307
71.68685333948181,1,542.9046637715844,0,1,679.1358177050095
80.6003035964296,0,332.41994946906254,18,1,848.7523880066846
89.5505074726688,3,513.2221806144352,7,1,1305.770729471735
37.1095399008959,0,982.0293177569293,14,0,1173.3028275613726
40.68038050079468,1,543.3562845935826,14,0,846.4231763556484
13.928284284882555,3,395.8764492587574,8,1,742.1691540555477
59.93661339463653,2,670.0607688850532,8,0,926.4702362922412
8.414516010690498,3,316.1310569003738,9,0,553.5003530729426
49.231811722583714,2,168.27699529779753,19,0,724.766194653817
56.55124029721978,2,215.9917497195843,8,0,548.1949798992367
32.22141895218702,3,215.2412550619952,2,1,637.8683018451688
61.12915975405602,2,236.71242416106492,19,1,883.3684440397266
7.897523744209696,0,224.9444553844691,10,1,611.1203560717486
8.54807793117537,1,676.7872703228932,5,0,758.5017189034874
83.14705326266754,2,263.69207595923035,1,1,538.0474731601448
39.218110934069976,0,411.1005549914769,6,1,692.7171029437709
17.070748701929055,2,907.1095689154106,17,0,1221.6649196378955
54.61310970520641,1,526.5654762365851,1,0,540.8107304094311
78.14938754436803,0,700.8019646689245,16,1,1098.6546454460558
25.5029976122001,1,255.08788408146685,10,1,616.6098039124328
64.17459520280502,1,273.06011692780373,11,1,681.5622794707914
13.10800917440796,0,136.78175463983098,18,1,734.1019884721161
